CustomerID,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,SeniorCitizen,Partner,PaperlessBilling,Churn
CUST10285,67,Two Year,Fiber Optic,Mailed Check,48.06,3080.44,1,0,No,Yes,No
CUST10286,11,Month-to-Month,Fiber Optic,Bank Transfer,18.0,191.5,2,0,Yes,Yes,No
CUST10287,41,Month-to-Month,Fiber Optic,Credit Card,97.18,3727.31,1,0,Yes,No,Yes
CUST10288,39,Month-to-Month,DSL,Mailed Check,48.96,1877.36,0,1,Yes,Yes,Yes
CUST10289,34,One Year,Fiber Optic,Mailed Check,44.96,1453.84,0,0,No,Yes,Yes
CUST10290,58,Month-to-Month,Fiber Optic,Mailed Check,35.5,1982.2,4,0,No,Yes,Yes
CUST10291,19,One Year,Fiber Optic,Credit Card,59.89,1040.15,1,0,No,Yes,Yes
CUST10292,68,One Year,Fiber Optic,Electronic Check,109.09,6693.49,3,0,Yes,Yes,Yes
CUST10293,23,Month-to-Month,Fiber Optic,Credit Card,117.34,2442.63,1,0,No,Yes,No
CUST10294,39,Month-to-Month,Fiber Optic,Credit Card,23.48,906.92,0,0,No,Yes,Yes
CUST10295,37,Month-to-Month,No,Mailed Check,56.14,2052.8,2,0,No,Yes,No
CUST10296,61,Month-to-Month,Fiber Optic,Bank Transfer,39.14,2341.6,1,1,No,No,Yes
CUST10297,31,Month-to-Month,Fiber Optic,Credit Card,89.71,2558.42,2,0,No,No,Yes
CUST10298,20,One Year,Fiber Optic,Credit Card,72.16,1374.71,1,0,No,Yes,No
CUST10299,1,Month-to-Month,DSL,Mailed Check,49.09,48.09,0,1,No,Yes,Yes
CUST10300,26,Month-to-Month,No,Electronic Check,66.81,1680.55,0,0,No,Yes,Yes
CUST10301,59,One Year,DSL,Bank Transfer,53.06,2853.65,2,1,Yes,Yes,No
CUST10302,0,One Year,DSL,Electronic Check,105.36,0.0,2,0,Yes,No,Yes
CUST10303,64,Month-to-Month,No,Electronic Check,78.67,4612.29,0,0,No,Yes,Yes
CUST10304,39,Two Year,Fiber Optic,Credit Card,81.75,2924.2,1,0,No,Yes,No
CUST10305,10,Two Year,DSL,Mailed Check,18.0,178.22,3,0,Yes,Yes,No
CUST10306,21,One Year,DSL,Bank Transfer,63.33,1261.39,2,1,Yes,No,No
CUST10307,39,One Year,DSL,Electronic Check,117.08,4279.77,1,0,No,Yes,Yes
CUST10308,22,Month-to-Month,Fiber Optic,Electronic Check,98.15,2062.92,1,1,No,No,Yes
CUST10309,7,Two Year,DSL,Electronic Check,18.82,131.49,2,0,Yes,Yes,No
CUST10310,47,Month-to-Month,No,Mailed Check,57.16,2450.01,3,0,Yes,Yes,No
CUST10311,48,Two Year,No,Electronic Check,34.96,1637.29,1,0,Yes,Yes,No
CUST10312,8,One Year,Fiber Optic,Mailed Check,107.78,804.84,2,1,No,No,No
CUST10313,20,Month-to-Month,Fiber Optic,Mailed Check,71.11,1296.63,2,0,No,Yes,No
CUST10314,17,Month-to-Month,DSL,Bank Transfer,45.81,733.75,2,0,Yes,No,Yes
CUST10315,47,One Year,DSL,Bank Transfer,65.85,2955.29,2,1,Yes,No,No
CUST10316,52,One Year,Fiber Optic,Mailed Check,18.0,861.68,3,0,Yes,Yes,No
CUST10317,52,Month-to-Month,DSL,Mailed Check,37.88,1852.61,2,0,Yes,Yes,No
CUST10318,67,One Year,DSL,Electronic Check,65.91,4255.09,1,1,Yes,Yes,No
CUST10319,55,Two Year,DSL,Mailed Check,86.14,4537.03,0,0,Yes,No,No
CUST10320,23,Month-to-Month,DSL,Credit Card,18.0,402.54,0,0,Yes,No,No
CUST10321,7,Month-to-Month,Fiber Optic,Credit Card,55.47,381.94,3,0,No,Yes,No
CUST10322,44,Month-to-Month,Fiber Optic,Mailed Check,90.24,3735.96,1,0,No,No,No
CUST10323,65,One Year,No,Credit Card,28.71,1758.47,2,0,Yes,Yes,Yes
CUST10324,70,Month-to-Month,Fiber Optic,Bank Transfer,70.73,4701.91,1,0,Yes,No,Yes
CUST10325,16,Two Year,No,Electronic Check,66.65,1020.16,1,0,Yes,No,No
CUST10326,17,Month-to-Month,Fiber Optic,Credit Card,107.86,1670.12,4,0,Yes,Yes,Yes
CUST10327,2,One Year,No,Mailed Check,59.25,110.35,2,0,No,Yes,No
CUST10328,10,Month-to-Month,Fiber Optic,Bank Transfer,60.71,556.83,0,1,Yes,Yes,Yes
CUST10329,39,Month-to-Month,DSL,Bank Transfer,86.37,3161.56,1,0,No,No,No
CUST10330,39,One Year,No,Mailed Check,31.84,1238.45,4,0,Yes,Yes,No
CUST10331,26,Month-to-Month,DSL,Bank Transfer,59.48,1481.95,1,1,No,No,No
CUST10332,22,Month-to-Month,DSL,Bank Transfer,53.61,1112.12,0,0,Yes,Yes,Yes
CUST10333,59,Two Year,DSL,Mailed Check,61.53,3472.69,0,0,Yes,Yes,No
CUST10334,33,Two Year,Fiber Optic,Mailed Check,86.21,2750.78,1,1,Yes,No,Yes
CUST10335,58,Two Year,Fiber Optic,Bank Transfer,78.85,4314.89,1,0,No,Yes,No
CUST10336,69,Month-to-Month,Fiber Optic,Electronic Check,46.28,3016.96,0,0,Yes,No,Yes
CUST10337,22,One Year,No,Electronic Check,68.42,1460.29,1,0,No,Yes,No
CUST10338,14,Two Year,DSL,Credit Card,102.26,1297.19,4,0,No,Yes,Yes
CUST10339,68,Month-to-Month,Fiber Optic,Mailed Check,44.22,2868.66,4,0,No,Yes,Yes
CUST10340,45,Month-to-Month,DSL,Bank Transfer,68.63,2948.55,1,0,No,Yes,Yes
CUST10341,20,Two Year,No,Bank Transfer,60.17,1174.13,3,1,No,No,No
CUST10342,44,Month-to-Month,DSL,Credit Card,63.42,2785.64,1,0,No,Yes,No
CUST10343,37,One Year,DSL,Bank Transfer,24.23,878.2,3,0,Yes,Yes,No
CUST10344,65,Two Year,Fiber Optic,Bank Transfer,100.27,6194.14,1,0,No,Yes,No
CUST10345,18,One Year,Fiber Optic,Credit Card,45.64,753.29,2,0,No,No,No
CUST10346,71,Month-to-Month,Fiber Optic,Credit Card,90.65,6171.15,0,1,Yes,No,Yes
CUST10347,67,Month-to-Month,Fiber Optic,Electronic Check,49.47,3259.57,2,0,No,No,Yes
CUST10348,13,Month-to-Month,Fiber Optic,Bank Transfer,49.36,637.34,4,0,No,No,Yes
CUST10349,11,Month-to-Month,Fiber Optic,Electronic Check,95.33,1030.31,5,0,Yes,Yes,No
CUST10350,38,One Year,DSL,Credit Card,89.85,3137.39,2,0,Yes,Yes,Yes
CUST10351,3,Two Year,DSL,Electronic Check,70.22,204.61,5,0,Yes,Yes,No
CUST10352,21,Month-to-Month,DSL,Electronic Check,84.03,1743.48,1,0,Yes,Yes,No
CUST10353,31,Month-to-Month,DSL,Electronic Check,57.79,1734.34,0,0,Yes,No,No
CUST10354,69,Two Year,Fiber Optic,Bank Transfer,64.79,4330.03,3,0,Yes,No,No
CUST10355,71,Month-to-Month,Fiber Optic,Electronic Check,48.46,3268.68,3,0,No,Yes,No
CUST10356,10,Month-to-Month,Fiber Optic,Electronic Check,87.6,844.2,3,0,Yes,No,Yes
CUST10357,64,Month-to-Month,Fiber Optic,Bank Transfer,47.66,2835.01,1,0,Yes,Yes,No
CUST10358,6,One Year,Fiber Optic,Credit Card,102.13,556.94,1,0,Yes,No,No
CUST10359,53,Month-to-Month,Fiber Optic,Bank Transfer,57.1,2974.16,2,0,No,Yes,Yes
CUST10360,60,One Year,DSL,Mailed Check,65.51,3908.25,1,0,No,No,No
CUST10361,64,Month-to-Month,DSL,Bank Transfer,83.97,5297.14,0,0,No,Yes,No
CUST10362,16,One Year,Fiber Optic,Bank Transfer,65.6,979.69,1,1,No,No,No
CUST10363,64,Month-to-Month,Fiber Optic,Mailed Check,57.55,3349.33,0,0,Yes,No,No
CUST10364,8,Month-to-Month,DSL,Bank Transfer,64.25,477.0,3,0,No,Yes,Yes
CUST10365,37,Month-to-Month,DSL,Electronic Check,87.35,3181.16,2,0,Yes,Yes,Yes
CUST10366,33,Month-to-Month,Fiber Optic,Electronic Check,48.43,1543.18,3,0,Yes,No,Yes
CUST10367,22,Month-to-Month,Fiber Optic,Bank Transfer,61.84,1355.95,3,0,Yes,Yes,No
CUST10368,1,Month-to-Month,DSL,Mailed Check,65.26,60.97,3,1,Yes,Yes,Yes
CUST10369,55,Month-to-Month,Fiber Optic,Electronic Check,86.61,4549.89,2,0,Yes,Yes,No
CUST10370,24,Month-to-Month,No,Electronic Check,62.5,1468.51,4,0,Yes,No,Yes
CUST10371,47,Two Year,DSL,Credit Card,110.21,4783.09,3,0,No,No,No
CUST10372,29,Month-to-Month,No,Mailed Check,61.09,1765.25,0,0,No,Yes,No
CUST10373,26,Two Year,DSL,Electronic Check,59.06,1472.97,4,0,No,No,No
CUST10374,63,Two Year,Fiber Optic,Bank Transfer,60.72,3445.85,1,1,Yes,Yes,No
CUST10375,6,Month-to-Month,Fiber Optic,Bank Transfer,32.08,173.72,0,0,No,Yes,Yes
CUST10376,53,One Year,DSL,Mailed Check,39.08,2046.84,3,0,Yes,No,No
CUST10377,53,Two Year,No,Credit Card,51.73,2644.44,2,1,No,Yes,No
CUST10378,27,One Year,Fiber Optic,Mailed Check,93.4,2462.05,3,0,No,Yes,Yes
CUST10379,18,Month-to-Month,No,Bank Transfer,64.17,1130.11,3,0,Yes,Yes,Yes
CUST10380,0,Month-to-Month,DSL,Bank Transfer,52.88,0.0,1,1,Yes,No,Yes
CUST10381,67,Month-to-Month,No,Bank Transfer,95.66,6280.15,3,0,No,Yes,Yes
CUST10382,68,Month-to-Month,No,Electronic Check,103.78,7012.96,1,0,No,Yes,Yes
CUST10383,17,Two Year,Fiber Optic,Bank Transfer,96.38,1502.82,0,0,Yes,Yes,Yes
CUST10384,2,Two Year,DSL,Bank Transfer,43.67,85.28,2,1,Yes,Yes,No
CUST10385,8,Month-to-Month,Fiber Optic,Electronic Check,52.62,391.82,2,0,Yes,Yes,Yes
CUST10386,4,One Year,Fiber Optic,Electronic Check,110.34,411.41,2,0,Yes,Yes,No
CUST10387,59,Month-to-Month,No,Bank Transfer,71.03,3944.67,2,0,Yes,No,Yes
CUST10388,64,Two Year,Fiber Optic,Electronic Check,58.31,3680.98,1,1,No,No,Yes
CUST10389,11,Month-to-Month,DSL,Credit Card,82.96,823.32,2,0,Yes,No,Yes
CUST10390,53,Two Year,DSL,Electronic Check,90.18,4508.98,1,0,Yes,No,No
CUST10391,12,Two Year,Fiber Optic,Credit Card,50.71,589.05,1,1,No,No,No
CUST10392,26,Month-to-Month,No,Bank Transfer,70.49,1669.7,3,0,No,No,No
CUST10393,43,Month-to-Month,DSL,Mailed Check,88.16,3712.13,0,0,No,Yes,No
CUST10394,51,Two Year,Fiber Optic,Mailed Check,35.99,1824.83,1,0,No,No,No
CUST10395,62,Month-to-Month,No,Mailed Check,65.31,3681.12,3,0,Yes,Yes,No
CUST10396,3,Month-to-Month,DSL,Bank Transfer,37.14,101.98,1,0,Yes,Yes,No
CUST10397,14,Two Year,DSL,Credit Card,40.41,564.27,4,0,Yes,Yes,No
CUST10398,20,One Year,Fiber Optic,Electronic Check,50.92,936.71,1,0,Yes,Yes,No
CUST10399,22,Month-to-Month,Fiber Optic,Bank Transfer,76.93,1536.57,2,0,No,Yes,Yes
CUST10400,71,Month-to-Month,DSL,Credit Card,56.95,4024.12,1,0,Yes,No,Yes
CUST10401,55,Month-to-Month,No,Mailed Check,48.79,2654.64,1,0,No,Yes,No
CUST10402,23,Two Year,Fiber Optic,Bank Transfer,66.29,1472.18,2,1,No,Yes,No
CUST10403,69,Month-to-Month,No,Electronic Check,36.33,2394.32,3,0,No,Yes,Yes
CUST10404,35,Month-to-Month,No,Credit Card,75.72,2628.8,2,0,Yes,No,No
CUST10405,36,Month-to-Month,No,Electronic Check,93.28,3242.4,1,0,Yes,Yes,Yes
CUST10406,31,Two Year,Fiber Optic,Mailed Check,63.02,1886.88,1,0,Yes,Yes,No
CUST10407,10,Month-to-Month,DSL,Mailed Check,59.93,589.93,2,0,Yes,No,No
CUST10408,67,Two Year,Fiber Optic,Mailed Check,74.34,4808.07,0,0,Yes,No,No
CUST10409,1,One Year,DSL,Electronic Check,18.0,17.11,1,1,No,Yes,No
CUST10410,12,Two Year,Fiber Optic,Bank Transfer,78.42,883.61,4,0,Yes,No,No
CUST10411,16,Two Year,DSL,Electronic Check,120.0,1824.6,2,0,No,Yes,No
CUST10412,20,Two Year,Fiber Optic,Credit Card,61.93,1179.45,0,0,Yes,No,No
CUST10413,9,Two Year,DSL,Electronic Check,62.02,522.5,0,0,Yes,Yes,No
CUST10414,1,Month-to-Month,DSL,Mailed Check,83.59,78.98,1,0,Yes,No,Yes
CUST10415,48,One Year,DSL,Credit Card,106.13,4993.31,1,0,Yes,Yes,No
CUST10416,69,Month-to-Month,Fiber Optic,Electronic Check,89.37,5806.72,6,0,Yes,No,Yes
CUST10417,8,Month-to-Month,Fiber Optic,Electronic Check,18.0,129.97,1,0,Yes,Yes,Yes
CUST10418,21,Two Year,DSL,Bank Transfer,79.08,1541.61,1,0,No,Yes,Yes
CUST10419,36,Two Year,No,Electronic Check,120.0,3988.11,0,0,No,No,No
CUST10420,66,One Year,No,Credit Card,80.56,5207.21,1,0,No,No,No
CUST10421,49,Month-to-Month,DSL,Mailed Check,36.13,1672.87,0,0,Yes,Yes,No
CUST10422,55,Month-to-Month,Fiber Optic,Credit Card,72.05,3677.56,0,0,Yes,No,No
CUST10423,41,Month-to-Month,Fiber Optic,Electronic Check,32.98,1326.58,1,0,No,Yes,Yes
CUST10424,30,Month-to-Month,DSL,Electronic Check,95.82,2592.66,0,0,No,Yes,Yes
CUST10425,14,Month-to-Month,Fiber Optic,Credit Card,41.1,527.89,1,1,No,Yes,Yes
CUST10426,62,Month-to-Month,DSL,Credit Card,66.86,4073.59,0,0,Yes,Yes,Yes
CUST10427,57,Month-to-Month,No,Credit Card,43.56,2371.35,0,0,Yes,No,No
CUST10428,1,One Year,No,Mailed Check,51.34,50.18,2,1,No,Yes,Yes
CUST10429,51,Month-to-Month,No,Mailed Check,102.15,5125.35,1,0,Yes,No,No
CUST10430,6,Two Year,Fiber Optic,Bank Transfer,67.59,403.19,1,0,No,Yes,No
CUST10431,53,One Year,Fiber Optic,Mailed Check,51.02,2450.8,3,0,Yes,No,No
CUST10432,59,Month-to-Month,No,Electronic Check,36.37,2102.75,3,0,Yes,Yes,No
CUST10433,9,Month-to-Month,DSL,Mailed Check,18.21,159.12,4,0,Yes,No,No
CUST10434,31,Month-to-Month,DSL,Bank Transfer,33.72,962.43,3,0,Yes,No,Yes
CUST10435,8,Two Year,Fiber Optic,Electronic Check,67.8,538.7,1,0,No,Yes,Yes
CUST10436,40,Month-to-Month,DSL,Mailed Check,89.51,3367.08,2,0,Yes,Yes,No
CUST10437,66,Month-to-Month,DSL,Mailed Check,50.99,3327.52,2,1,No,No,Yes
CUST10438,5,Two Year,DSL,Electronic Check,104.26,500.71,0,0,No,No,Yes
CUST10439,28,Two Year,Fiber Optic,Electronic Check,47.06,1255.32,1,1,Yes,Yes,No
CUST10440,70,Month-to-Month,DSL,Mailed Check,59.05,3786.09,0,0,Yes,No,No
CUST10441,21,Month-to-Month,DSL,Electronic Check,38.01,791.37,3,0,No,No,No
CUST10442,9,Month-to-Month,DSL,Mailed Check,89.77,772.11,0,1,No,No,Yes
CUST10443,35,Month-to-Month,Fiber Optic,Bank Transfer,117.44,3701.86,0,0,Yes,Yes,Yes
CUST10444,36,Month-to-Month,No,Credit Card,20.95,680.16,0,0,No,Yes,No
CUST10445,47,One Year,DSL,Electronic Check,56.35,2589.56,0,0,No,No,No
CUST10446,22,Two Year,Fiber Optic,Mailed Check,96.62,1947.5,1,0,No,Yes,Yes
CUST10447,68,Month-to-Month,Fiber Optic,Electronic Check,28.83,1881.78,1,0,No,Yes,Yes
CUST10448,37,One Year,DSL,Mailed Check,79.17,2835.87,0,1,Yes,No,No
CUST10449,20,Month-to-Month,No,Mailed Check,95.54,1773.1,0,0,Yes,Yes,Yes
CUST10450,69,Two Year,Fiber Optic,Credit Card,66.96,4421.25,3,0,Yes,Yes,No
CUST10451,66,One Year,Fiber Optic,Mailed Check,78.76,4803.23,2,0,No,No,No
CUST10452,35,Two Year,DSL,Credit Card,109.02,3795.22,0,0,No,No,No
CUST10453,1,Two Year,DSL,Electronic Check,113.71,112.12,0,0,No,No,No
CUST10454,42,Month-to-Month,No,Electronic Check,63.45,2475.17,0,0,No,No,No
CUST10455,39,Month-to-Month,Fiber Optic,Electronic Check,51.69,1920.92,2,0,Yes,Yes,No
CUST10456,10,Month-to-Month,No,Mailed Check,42.0,399.03,2,0,No,Yes,No
CUST10457,45,Month-to-Month,No,Electronic Check,89.42,4007.81,0,0,No,Yes,Yes
CUST10458,60,Two Year,DSL,Electronic Check,30.71,1730.94,1,0,Yes,No,No
CUST10459,7,Month-to-Month,Fiber Optic,Electronic Check,58.69,392.84,1,0,Yes,Yes,Yes
CUST10460,52,One Year,Fiber Optic,Credit Card,67.57,3488.59,3,0,No,Yes,No
CUST10461,10,Month-to-Month,Fiber Optic,Credit Card,52.42,480.31,1,0,Yes,Yes,No
CUST10462,53,Month-to-Month,DSL,Electronic Check,72.0,3644.47,3,0,Yes,Yes,No
CUST10463,30,Month-to-Month,DSL,Credit Card,120.0,3278.04,2,0,No,Yes,Yes
CUST10464,0,One Year,Fiber Optic,Electronic Check,61.96,0.0,1,0,Yes,No,Yes
CUST10465,69,One Year,Fiber Optic,Mailed Check,54.11,3496.76,3,0,Yes,Yes,No
CUST10466,11,Month-to-Month,Fiber Optic,Mailed Check,90.38,990.96,1,1,Yes,No,Yes
CUST10467,42,Month-to-Month,DSL,Mailed Check,70.99,2807.28,1,1,Yes,No,Yes
CUST10468,13,One Year,DSL,Credit Card,100.98,1199.34,2,0,Yes,Yes,Yes
CUST10469,67,Month-to-Month,No,Bank Transfer,69.12,4554.16,0,1,Yes,No,No
CUST10470,53,Two Year,Fiber Optic,Bank Transfer,58.79,3060.05,1,0,No,Yes,No
CUST10471,57,Month-to-Month,Fiber Optic,Bank Transfer,20.41,1127.87,1,0,Yes,Yes,No
CUST10472,31,Month-to-Month,Fiber Optic,Bank Transfer,24.51,740.72,1,0,Yes,Yes,No
CUST10473,33,Month-to-Month,Fiber Optic,Electronic Check,19.11,584.26,3,0,Yes,No,Yes
CUST10474,45,Month-to-Month,Fiber Optic,Mailed Check,74.48,3231.63,0,0,No,No,Yes
CUST10475,56,Month-to-Month,Fiber Optic,Electronic Check,30.94,1565.96,0,1,Yes,Yes,Yes
CUST10476,60,Month-to-Month,No,Bank Transfer,96.39,5318.93,2,0,Yes,No,Yes
CUST10477,1,Two Year,No,Mailed Check,65.76,65.31,0,0,No,No,No
CUST10478,47,Month-to-Month,No,Bank Transfer,58.9,2696.11,1,0,No,No,No
CUST10479,7,Month-to-Month,Fiber Optic,Bank Transfer,43.9,283.66,1,0,Yes,Yes,No
CUST10480,20,Month-to-Month,Fiber Optic,Mailed Check,80.56,1468.03,0,0,Yes,No,Yes
CUST10481,59,Month-to-Month,Fiber Optic,Electronic Check,44.89,2634.98,1,0,No,No,No
CUST10482,18,One Year,No,Credit Card,40.37,662.15,0,0,No,Yes,No
CUST10483,57,Month-to-Month,Fiber Optic,Mailed Check,94.71,4997.4,1,0,No,No,Yes
CUST10484,33,One Year,Fiber Optic,Electronic Check,73.87,2238.46,0,0,No,Yes,No
CUST10485,16,Month-to-Month,Fiber Optic,Mailed Check,59.13,852.18,2,0,Yes,No,No
CUST10486,24,Two Year,Fiber Optic,Credit Card,81.04,1811.56,3,0,Yes,No,Yes
CUST10487,38,Month-to-Month,Fiber Optic,Mailed Check,65.22,2471.96,1,0,No,Yes,Yes
CUST10488,55,Two Year,DSL,Credit Card,74.58,3831.96,2,0,Yes,Yes,No
CUST10489,43,Month-to-Month,Fiber Optic,Mailed Check,44.58,1821.92,3,0,No,No,Yes
CUST10490,67,Month-to-Month,Fiber Optic,Credit Card,116.76,7624.17,3,0,No,No,Yes
CUST10491,62,Two Year,DSL,Bank Transfer,50.51,2991.04,5,0,No,No,No
CUST10492,54,One Year,No,Electronic Check,103.9,5466.74,1,1,Yes,No,Yes
CUST10493,43,One Year,Fiber Optic,Bank Transfer,60.28,2504.33,1,0,No,Yes,No
CUST10494,20,Month-to-Month,DSL,Mailed Check,85.18,1636.91,2,0,No,Yes,Yes
CUST10495,29,One Year,No,Electronic Check,83.36,2332.74,0,1,Yes,No,No
CUST10496,8,Two Year,Fiber Optic,Bank Transfer,93.67,734.31,0,0,No,Yes,No
CUST10497,26,One Year,Fiber Optic,Electronic Check,43.98,1110.34,1,1,Yes,No,No
CUST10498,66,Month-to-Month,Fiber Optic,Bank Transfer,91.89,5938.46,1,0,No,Yes,No
CUST10499,30,One Year,No,Credit Card,111.16,3049.87,1,1,No,Yes,No
CUST10500,8,One Year,Fiber Optic,Electronic Check,58.53,453.15,2,0,Yes,No,No
CUST10501,46,Two Year,Fiber Optic,Mailed Check,65.87,2950.34,2,0,No,No,No
CUST10502,69,Month-to-Month,DSL,Bank Transfer,51.91,3331.05,4,0,Yes,No,No
CUST10503,62,Month-to-Month,Fiber Optic,Electronic Check,56.34,3449.27,1,0,No,Yes,No
CUST10504,19,Two Year,Fiber Optic,Mailed Check,107.79,1905.61,0,0,Yes,No,No
CUST10505,32,Month-to-Month,Fiber Optic,Mailed Check,39.89,1179.96,1,0,No,Yes,No
CUST10506,38,One Year,Fiber Optic,Electronic Check,41.45,1554.17,1,0,Yes,No,No
CUST10507,17,Month-to-Month,No,Credit Card,105.27,1654.84,1,1,Yes,No,Yes
CUST10508,19,Month-to-Month,Fiber Optic,Mailed Check,80.61,1442.07,1,0,No,Yes,Yes
CUST10509,17,One Year,DSL,Credit Card,118.01,1879.36,3,0,Yes,No,No
CUST10510,71,Month-to-Month,No,Bank Transfer,53.74,3776.65,2,0,No,Yes,No
CUST10511,53,Month-to-Month,Fiber Optic,Credit Card,68.16,3415.68,1,0,No,Yes,Yes
CUST10512,60,One Year,No,Credit Card,48.48,2819.88,0,1,No,No,No
CUST10513,58,One Year,No,Bank Transfer,68.58,3895.72,1,0,Yes,Yes,No
CUST10514,69,Two Year,No,Mailed Check,20.65,1371.83,2,0,Yes,No,No
CUST10515,7,Month-to-Month,Fiber Optic,Mailed Check,82.12,571.6,0,0,No,Yes,Yes
CUST10516,63,Month-to-Month,Fiber Optic,Credit Card,73.09,4513.73,3,0,No,Yes,Yes
CUST10517,4,Two Year,DSL,Mailed Check,63.56,238.99,2,0,No,No,No
CUST10518,34,Month-to-Month,Fiber Optic,Bank Transfer,55.24,1868.92,3,0,No,Yes,Yes
CUST10519,42,Month-to-Month,Fiber Optic,Electronic Check,42.63,1705.34,1,0,Yes,No,Yes
CUST10520,25,Month-to-Month,Fiber Optic,Credit Card,83.19,1876.47,1,0,No,Yes,Yes
CUST10521,10,Month-to-Month,No,Bank Transfer,35.72,330.77,0,0,Yes,Yes,Yes
CUST10522,13,Two Year,DSL,Mailed Check,77.8,973.14,2,0,No,Yes,Yes
CUST10523,59,One Year,Fiber Optic,Bank Transfer,116.86,6313.39,1,0,No,Yes,No
CUST10524,22,One Year,Fiber Optic,Mailed Check,102.14,2153.62,0,0,Yes,Yes,Yes
CUST10525,22,Month-to-Month,Fiber Optic,Electronic Check,27.37,563.7,2,0,No,Yes,Yes
CUST10526,66,Month-to-Month,DSL,Credit Card,51.58,3245.77,1,0,No,Yes,No
CUST10527,10,Month-to-Month,DSL,Credit Card,75.54,680.0,1,0,No,Yes,Yes
CUST10528,65,Month-to-Month,No,Credit Card,63.24,4048.29,1,0,No,Yes,No
CUST10529,66,Month-to-Month,Fiber Optic,Mailed Check,30.01,1854.28,2,0,Yes,Yes,No
CUST10530,43,Month-to-Month,DSL,Mailed Check,74.63,2933.16,4,0,Yes,Yes,Yes
CUST10531,11,Month-to-Month,DSL,Electronic Check,64.75,672.22,3,0,Yes,Yes,Yes
CUST10532,11,One Year,Fiber Optic,Bank Transfer,112.86,1177.67,0,0,Yes,Yes,No
CUST10533,20,One Year,DSL,Mailed Check,58.67,1130.85,2,0,Yes,Yes,No
CUST10534,41,Month-to-Month,Fiber Optic,Credit Card,94.2,3678.58,1,0,Yes,Yes,No
CUST10535,11,Month-to-Month,Fiber Optic,Credit Card,33.32,331.46,0,0,Yes,Yes,Yes
CUST10536,32,One Year,DSL,Electronic Check,39.3,1241.44,0,0,No,No,No
CUST10537,8,One Year,Fiber Optic,Credit Card,83.04,628.21,0,0,Yes,Yes,No
CUST10538,38,Two Year,DSL,Electronic Check,92.09,3176.42,5,0,Yes,Yes,Yes
CUST10539,1,Month-to-Month,DSL,Mailed Check,41.07,40.14,3,0,No,No,No
CUST10540,51,Two Year,No,Mailed Check,65.6,3231.9,1,0,No,Yes,No
CUST10541,3,Month-to-Month,Fiber Optic,Credit Card,30.46,88.18,0,0,Yes,Yes,Yes
CUST10542,14,Month-to-Month,No,Bank Transfer,60.47,798.06,2,0,Yes,No,Yes
CUST10543,12,Month-to-Month,DSL,Credit Card,85.92,970.26,0,0,No,No,Yes
CUST10544,59,Month-to-Month,DSL,Bank Transfer,54.13,3045.59,1,0,Yes,No,Yes
CUST10545,3,Month-to-Month,Fiber Optic,Credit Card,58.77,159.57,0,0,No,No,No
CUST10546,30,Month-to-Month,Fiber Optic,Credit Card,36.76,1025.49,3,0,Yes,Yes,Yes
CUST10547,42,One Year,No,Credit Card,48.79,2046.7,1,0,No,No,No
CUST10548,37,Month-to-Month,DSL,Mailed Check,108.95,3894.97,2,0,Yes,Yes,Yes
CUST10549,49,Month-to-Month,No,Mailed Check,66.82,3083.93,1,0,No,No,Yes
CUST10550,57,Month-to-Month,No,Credit Card,39.94,2099.54,0,0,No,Yes,No
CUST10551,28,Month-to-Month,Fiber Optic,Credit Card,57.13,1558.88,1,0,Yes,Yes,Yes
CUST10552,59,Month-to-Month,DSL,Credit Card,25.06,1369.17,1,1,Yes,Yes,No
CUST10553,22,Month-to-Month,Fiber Optic,Bank Transfer,39.65,799.23,4,0,No,Yes,No
CUST10554,70,Month-to-Month,DSL,Credit Card,99.01,6344.72,0,0,Yes,Yes,No
CUST10555,36,One Year,Fiber Optic,Bank Transfer,61.44,2151.96,1,0,Yes,No,No
CUST10556,52,Two Year,Fiber Optic,Bank Transfer,112.27,5629.51,0,1,No,Yes,No
CUST10557,63,Month-to-Month,No,Electronic Check,62.62,3578.09,0,0,Yes,No,No
CUST10558,57,One Year,Fiber Optic,Bank Transfer,64.1,3330.36,1,0,Yes,Yes,No
CUST10559,61,Two Year,Fiber Optic,Bank Transfer,81.02,4761.26,1,0,No,Yes,No
CUST10560,38,Two Year,Fiber Optic,Credit Card,18.0,654.66,1,0,Yes,Yes,No
CUST10561,3,One Year,Fiber Optic,Credit Card,70.12,203.75,3,0,Yes,Yes,Yes
CUST10562,35,Two Year,No,Mailed Check,63.78,2048.81,3,0,No,Yes,Yes
CUST10563,13,Two Year,DSL,Mailed Check,102.15,1291.64,0,0,Yes,Yes,No
CUST10564,64,One Year,No,Credit Card,89.12,5667.23,0,0,Yes,Yes,No
CUST10565,17,Month-to-Month,No,Credit Card,36.66,598.36,0,0,No,No,No
CUST10566,16,Month-to-Month,No,Electronic Check,96.05,1413.26,0,0,Yes,Yes,Yes
CUST10567,17,Month-to-Month,Fiber Optic,Mailed Check,58.44,961.64,0,0,Yes,No,Yes
CUST10568,46,Month-to-Month,No,Credit Card,42.39,1821.84,5,0,Yes,No,Yes
CUST10569,41,Month-to-Month,DSL,Electronic Check,69.93,2594.55,1,1,Yes,Yes,No
